cliente_id,cluster,segmento_kmeans
123131,1,abandono
123132,2,fiel
123133,2,fiel
123134,0,economico
123135,2,fiel
123136,0,economico
123137,2,fiel
123138,1,abandono
123139,1,abandono
123140,3,esquecido
123141,2,fiel
123142,3,esquecido
123143,3,esquecido
123144,1,abandono
123145,1,abandono
123146,2,fiel
123147,1,abandono
123148,1,abandono
123149,1,abandono
123150,0,economico
123151,0,economico
123152,3,esquecido
123153,2,fiel
123154,2,fiel
123155,3,esquecido
123156,0,economico
123157,2,fiel
123158,0,economico
123159,1,abandono
123160,2,fiel
123161,2,fiel
123162,0,economico
123163,3,esquecido
123164,3,esquecido
123165,3,esquecido
123166,3,esquecido
123167,0,economico
123168,1,abandono
123169,3,esquecido
123170,3,esquecido
123171,0,economico
123172,0,economico
123173,2,fiel
123174,0,economico
123175,2,fiel
123176,3,esquecido
123177,0,economico
123178,0,economico
123179,1,abandono
123180,3,esquecido
123181,2,fiel
123182,3,esquecido
123183,1,abandono
123184,1,abandono
123185,0,economico
123186,3,esquecido
123187,3,esquecido
123188,3,esquecido
123189,1,abandono
123190,2,fiel
123191,3,esquecido
123192,3,esquecido
123193,3,esquecido
123194,0,economico
123195,0,economico
123196,1,abandono
123197,1,abandono
123198,3,esquecido
123199,0,economico
123200,2,fiel
123201,2,fiel
123202,0,economico
123203,0,economico
123204,2,fiel
123205,2,fiel
123206,0,economico
123207,0,economico
123208,1,abandono
123209,1,abandono
123210,1,abandono
123211,3,esquecido
123212,3,esquecido
123213,2,fiel
123214,1,abandono
123215,2,fiel
123216,1,abandono
123217,3,esquecido
123218,1,abandono
123219,2,fiel
123220,1,abandono
123221,0,economico
123222,3,esquecido
123223,2,fiel
123224,0,economico
123225,0,economico
123226,2,fiel
123227,0,economico
123228,2,fiel
123229,0,economico
123230,2,fiel
123231,0,economico
123232,0,economico
123233,3,esquecido
123234,0,economico
123235,0,economico
123236,3,esquecido
123237,3,esquecido
123238,3,esquecido
123239,3,esquecido
123240,0,economico
123241,2,fiel
123242,2,fiel
123243,1,abandono
123244,0,economico
123245,1,abandono
123246,3,esquecido
123247,0,economico
123248,3,esquecido
123249,2,fiel
123250,2,fiel
123251,3,esquecido
123252,0,economico
123253,3,esquecido
123254,1,abandono
123255,2,fiel
123256,3,esquecido
123257,3,esquecido
123258,0,economico
123259,0,economico
123260,0,economico
123261,3,esquecido
123262,3,esquecido
123263,0,economico
123264,1,abandono
123265,3,esquecido
123266,2,fiel
123267,0,economico
123268,3,esquecido
123269,1,abandono
123270,2,fiel
123271,1,abandono
123272,3,esquecido
123273,3,esquecido
123274,0,economico
123275,1,abandono
123276,3,esquecido
123277,0,economico
123278,1,abandono
123279,1,abandono
123280,3,esquecido
123281,2,fiel
123282,0,economico
123283,0,economico
123284,2,fiel
123285,3,esquecido
123286,3,esquecido
123287,2,fiel
123288,2,fiel
123289,2,fiel
123290,2,fiel
123291,3,esquecido
123292,1,abandono
123293,1,abandono
123294,0,economico
123295,2,fiel
123296,0,economico
123297,0,economico
123298,0,economico
123299,0,economico
123300,1,abandono
123301,1,abandono
123302,0,economico
123303,2,fiel
123304,1,abandono
123305,1,abandono
123306,3,esquecido
123307,3,esquecido
123308,1,abandono
123309,3,esquecido
123310,2,fiel
123311,3,esquecido
123312,3,esquecido
123313,2,fiel
123314,3,esquecido
123315,3,esquecido
123316,3,esquecido
123317,0,economico
123318,0,economico
123319,0,economico
123320,2,fiel
123321,0,economico
123322,0,economico
123323,3,esquecido
123324,0,economico
123325,0,economico
123326,0,economico
123327,3,esquecido
123328,3,esquecido
123329,3,esquecido
123330,0,economico
123331,0,economico
123332,1,abandono
123333,1,abandono
123334,0,economico
123335,2,fiel
123336,2,fiel
123337,2,fiel
123338,1,abandono
123339,2,fiel
123340,0,economico
123341,0,economico
123342,2,fiel
123343,1,abandono
123344,3,esquecido
123345,2,fiel
123346,2,fiel
123347,2,fiel
123348,3,esquecido
123349,2,fiel
123350,2,fiel
123351,0,economico
123352,1,abandono
123353,3,esquecido
123354,3,esquecido
123355,0,economico
123356,2,fiel
123357,1,abandono
123358,3,esquecido
123359,1,abandono
123360,2,fiel
123361,2,fiel
123362,3,esquecido
123363,2,fiel
123364,3,esquecido
123365,3,esquecido
123366,0,economico
123367,0,economico
123368,3,esquecido
123369,1,abandono
123370,0,economico
123371,2,fiel
123372,1,abandono
123373,0,economico
123374,1,abandono
123375,0,economico
123376,3,esquecido
123377,2,fiel
123378,1,abandono
123379,0,economico
123380,0,economico
123381,3,esquecido
123382,1,abandono
123383,1,abandono
123384,1,abandono
123385,0,economico
123386,0,economico
123387,2,fiel
123388,0,economico
123389,2,fiel
123390,2,fiel
123391,3,esquecido
123392,3,esquecido
123393,1,abandono
123394,1,abandono
123395,1,abandono
123396,3,esquecido
123397,2,fiel
123398,3,esquecido
123399,3,esquecido
123400,2,fiel
123401,3,esquecido
123402,2,fiel
123403,1,abandono
123404,2,fiel
123405,0,economico
123406,3,esquecido
123407,1,abandono
123408,1,abandono
123409,0,economico
123410,1,abandono
123411,1,abandono
123412,0,economico
123413,3,esquecido
123414,2,fiel
123415,1,abandono
123416,3,esquecido
123417,1,abandono
123418,3,esquecido
123419,3,esquecido
123420,3,esquecido
123421,2,fiel
123422,3,esquecido
123423,2,fiel
123424,0,economico
123425,0,economico
123426,0,economico
123427,0,economico
123428,2,fiel
123429,2,fiel
123430,1,abandono
123431,1,abandono
123432,3,esquecido
123433,2,fiel
123434,1,abandono
123435,3,esquecido
123436,2,fiel
123437,3,esquecido
123438,1,abandono
123439,0,economico
123440,3,esquecido
123441,1,abandono
123442,1,abandono
123443,2,fiel
123444,2,fiel
123445,0,economico
123446,3,esquecido
123447,1,abandono
123448,1,abandono
123449,1,abandono
123450,3,esquecido
123451,0,economico
123452,1,abandono
123453,1,abandono
123454,2,fiel
123455,0,economico
123456,3,esquecido
123457,2,fiel
123458,0,economico
123459,3,esquecido
123460,2,fiel
123461,0,economico
123462,1,abandono
123463,0,economico
123464,3,esquecido
123465,2,fiel
123466,1,abandono
123467,1,abandono
123468,0,economico
123469,0,economico
123470,3,esquecido
123471,0,economico
123472,3,esquecido
123473,2,fiel
123474,1,abandono
123475,1,abandono
123476,2,fiel
123477,0,economico
123478,1,abandono
123479,0,economico
123480,1,abandono
123481,2,fiel
123482,3,esquecido
123483,0,economico
123484,3,esquecido
123485,2,fiel
123486,0,economico
123487,0,economico
123488,2,fiel
123489,0,economico
123490,2,fiel
123491,3,esquecido
123492,1,abandono
123493,3,esquecido
123494,1,abandono
123495,3,esquecido
123496,0,economico
123497,2,fiel
123498,0,economico
123499,1,abandono
123500,1,abandono
123501,1,abandono
123502,0,economico
123503,0,economico
123504,0,economico
123505,1,abandono
123506,0,economico
123507,1,abandono
123508,0,economico
123509,2,fiel
123510,0,economico
123511,2,fiel
123512,1,abandono
123513,2,fiel
123514,0,economico
123515,2,fiel
123516,1,abandono
123517,2,fiel
123518,0,economico
123519,0,economico
123520,3,esquecido
123521,0,economico
123522,2,fiel
123523,3,esquecido
123524,1,abandono
123525,1,abandono
123526,1,abandono
123527,2,fiel
123528,2,fiel
123529,3,esquecido
123530,1,abandono
123531,2,fiel
123532,3,esquecido
123533,3,esquecido
123534,2,fiel
123535,0,economico
123536,3,esquecido
123537,0,economico
123538,0,economico
123539,2,fiel
123540,0,economico
123541,3,esquecido
123542,1,abandono
123543,0,economico
123544,0,economico
123545,1,abandono
123546,3,esquecido
123547,0,economico
123548,3,esquecido
123549,3,esquecido
123550,3,esquecido
123551,3,esquecido
123552,1,abandono
123553,0,economico
123554,3,esquecido
123555,1,abandono
123556,0,economico
123557,0,economico
123558,1,abandono
123559,2,fiel
123560,2,fiel
123561,1,abandono
123562,2,fiel
123563,2,fiel
123564,2,fiel
123565,1,abandono
123566,3,esquecido
123567,0,economico
123568,0,economico
123569,0,economico
123570,2,fiel
123571,0,economico
123572,0,economico
123573,1,abandono
123574,1,abandono
123575,1,abandono
123576,2,fiel
123577,2,fiel
123578,1,abandono
123579,1,abandono
123580,2,fiel
123581,2,fiel
123582,3,esquecido
123583,3,esquecido
123584,2,fiel
123585,2,fiel
123586,1,abandono
123587,3,esquecido
123588,0,economico
123589,1,abandono
123590,1,abandono
123591,2,fiel
123592,1,abandono
123593,0,economico
123594,2,fiel
123595,3,esquecido
123596,2,fiel
123597,3,esquecido
123598,1,abandono
123599,3,esquecido
123600,3,esquecido
123601,1,abandono
123602,1,abandono
123603,3,esquecido
123604,0,economico
123605,2,fiel
123606,1,abandono
123607,1,abandono
123608,0,economico
123609,0,economico
123610,0,economico
123611,2,fiel
123612,3,esquecido
123613,2,fiel
123614,2,fiel
123615,1,abandono
123616,0,economico
123617,0,economico
123618,2,fiel
123619,2,fiel
123620,0,economico
123621,3,esquecido
123622,3,esquecido
123623,2,fiel
123624,0,economico
123625,0,economico
123626,3,esquecido
123627,0,economico
123628,0,economico
123629,0,economico
123630,3,esquecido
123631,2,fiel
123632,2,fiel
123633,2,fiel
123634,2,fiel
123635,3,esquecido
123636,2,fiel
123637,2,fiel
123638,3,esquecido
123639,2,fiel
123640,0,economico
123641,0,economico
123642,3,esquecido
123643,2,fiel
123644,2,fiel
123645,0,economico
123646,3,esquecido
123647,1,abandono
123648,3,esquecido
123649,2,fiel
123650,3,esquecido
123651,0,economico
123652,2,fiel
123653,0,economico
123654,0,economico
123655,2,fiel
123656,1,abandono
123657,0,economico
123658,0,economico
123659,2,fiel
123660,0,economico
123661,3,esquecido
123662,0,economico
123663,0,economico
123664,0,economico
123665,1,abandono
123666,1,abandono
123667,2,fiel
123668,3,esquecido
123669,0,economico
123670,0,economico
123671,3,esquecido
123672,1,abandono
123673,3,esquecido
123674,2,fiel
123675,1,abandono
123676,1,abandono
123677,0,economico
123678,2,fiel
123679,3,esquecido
123680,2,fiel
123681,3,esquecido
123682,2,fiel
123683,0,economico
123684,1,abandono
123685,3,esquecido
123686,3,esquecido
123687,3,esquecido
123688,2,fiel
123689,3,esquecido
123690,0,economico
123691,0,economico
123692,2,fiel
123693,2,fiel
123694,0,economico
123695,2,fiel
123696,2,fiel
123697,3,esquecido
123698,1,abandono
123699,0,economico
123700,2,fiel
123701,1,abandono
123702,2,fiel
123703,0,economico
123704,0,economico
123705,0,economico
123706,2,fiel
123707,2,fiel
123708,2,fiel
123709,3,esquecido
123710,3,esquecido
123711,3,esquecido
123712,0,economico
123713,2,fiel
123714,0,economico
123715,3,esquecido
123716,1,abandono
123717,2,fiel
123718,1,abandono
123719,2,fiel
123720,0,economico
123721,3,esquecido
123722,3,esquecido
123723,0,economico
123724,3,esquecido
123725,1,abandono
123726,2,fiel
123727,1,abandono
123728,0,economico
123729,0,economico
123730,1,abandono
123731,1,abandono
123732,2,fiel
123733,0,economico
123734,2,fiel
123735,0,economico
123736,3,esquecido
123737,3,esquecido
123738,3,esquecido
123739,0,economico
123740,0,economico
123741,2,fiel
123742,1,abandono
123743,1,abandono
123744,3,esquecido
123745,2,fiel
123746,2,fiel
123747,0,economico
123748,2,fiel
123749,2,fiel
123750,1,abandono
123751,0,economico
123752,3,esquecido
123753,2,fiel
123754,3,esquecido
123755,0,economico
123756,2,fiel
123757,1,abandono
123758,1,abandono
123759,1,abandono
123760,1,abandono
123761,3,esquecido
123762,3,esquecido
123763,0,economico
123764,3,esquecido
123765,2,fiel
123766,1,abandono
123767,2,fiel
123768,2,fiel
123769,3,esquecido
123770,2,fiel
123771,1,abandono
123772,0,economico
123773,3,esquecido
123774,2,fiel
123775,3,esquecido
123776,1,abandono
123777,2,fiel
123778,3,esquecido
123779,3,esquecido
123780,2,fiel
123781,3,esquecido
123782,3,esquecido
123783,1,abandono
123784,0,economico
123785,2,fiel
123786,1,abandono
123787,0,economico
123788,3,esquecido
123789,0,economico
123790,2,fiel
123791,2,fiel
123792,3,esquecido
123793,0,economico
123794,2,fiel
123795,2,fiel
123796,0,economico
123797,0,economico
123798,0,economico
123799,1,abandono
123800,0,economico
123801,0,economico
123802,1,abandono
123803,2,fiel
123804,0,economico
123805,3,esquecido
123806,2,fiel
123807,3,esquecido
123808,3,esquecido
123809,2,fiel
123810,1,abandono
123811,1,abandono
123812,0,economico
123813,3,esquecido
123814,0,economico
123815,3,esquecido
123816,2,fiel
123817,2,fiel
123818,2,fiel
123819,0,economico
123820,0,economico
123821,0,economico
123822,0,economico
123823,3,esquecido
123824,0,economico
123825,1,abandono
123826,3,esquecido
123827,2,fiel
123828,1,abandono
123829,0,economico
123830,3,esquecido
123831,2,fiel
123832,3,esquecido
123833,2,fiel
123834,3,esquecido
123835,2,fiel
123836,1,abandono
123837,0,economico
123838,1,abandono
123839,1,abandono
123840,0,economico
123841,3,esquecido
123842,2,fiel
123843,0,economico
123844,3,esquecido
123845,3,esquecido
123846,3,esquecido
123847,2,fiel
123848,1,abandono
123849,0,economico
123850,2,fiel
123851,1,abandono
123852,2,fiel
123853,2,fiel
123854,1,abandono
123855,1,abandono
123856,3,esquecido
123857,0,economico
123858,1,abandono
123859,3,esquecido
123860,3,esquecido
123861,3,esquecido
123862,1,abandono
123863,1,abandono
123864,1,abandono
123865,2,fiel
123866,2,fiel
123867,2,fiel
123868,2,fiel
123869,2,fiel
123870,1,abandono
123871,3,esquecido
123872,2,fiel
123873,1,abandono
123874,0,economico
123875,0,economico
123876,3,esquecido
123877,3,esquecido
123878,0,economico
123879,3,esquecido
123880,1,abandono
123881,2,fiel
123882,3,esquecido
123883,3,esquecido
123884,2,fiel
123885,0,economico
123886,3,esquecido
123887,0,economico
123888,3,esquecido
123889,3,esquecido
123890,0,economico
123891,1,abandono
123892,0,economico
123893,3,esquecido
123894,3,esquecido
123895,3,esquecido
123896,1,abandono
123897,0,economico
123898,1,abandono
123899,2,fiel
123900,2,fiel
123901,2,fiel
123902,2,fiel
123903,2,fiel
123904,2,fiel
123905,0,economico
123906,2,fiel
123907,0,economico
123908,1,abandono
123909,3,esquecido
123910,2,fiel
123911,1,abandono
123912,0,economico
123913,1,abandono
123914,3,esquecido
123915,2,fiel
123916,2,fiel
123917,2,fiel
123918,2,fiel
123919,0,economico
123920,0,economico
123921,0,economico
123922,1,abandono
123923,3,esquecido
123924,2,fiel
123925,3,esquecido
123926,1,abandono
123927,1,abandono
123928,3,esquecido
123929,0,economico
123930,3,esquecido
123931,1,abandono
123932,0,economico
123933,1,abandono
123934,1,abandono
123935,2,fiel
123936,0,economico
123937,2,fiel
123938,0,economico
123939,1,abandono
123940,2,fiel
123941,3,esquecido
123942,0,economico
123943,3,esquecido
123944,2,fiel
123945,0,economico
123946,2,fiel
123947,0,economico
123948,2,fiel
123949,0,economico
123950,2,fiel
123951,2,fiel
123952,0,economico
123953,1,abandono
123954,1,abandono
123955,3,esquecido
123956,2,fiel
123957,1,abandono
123958,2,fiel
123959,2,fiel
123960,3,esquecido
123961,3,esquecido
123962,2,fiel
123963,0,economico
123964,2,fiel
123965,1,abandono
123966,1,abandono
123967,2,fiel
123968,1,abandono
123969,2,fiel
123970,2,fiel
123971,3,esquecido
123972,2,fiel
123973,0,economico
123974,2,fiel
123975,2,fiel
123976,0,economico
123977,2,fiel
123978,2,fiel
123979,0,economico
123980,2,fiel
123981,2,fiel
123982,3,esquecido
123983,0,economico
123984,2,fiel
123985,3,esquecido
123986,0,economico
123987,1,abandono
123988,2,fiel
123989,2,fiel
123990,2,fiel
123991,3,esquecido
123992,2,fiel
123993,2,fiel
123994,2,fiel
123995,0,economico
123996,1,abandono
123997,0,economico
123998,2,fiel
123999,1,abandono
124000,2,fiel
124001,1,abandono
124002,1,abandono
124003,3,esquecido
124004,0,economico
124005,0,economico
124006,3,esquecido
124007,1,abandono
124008,2,fiel
124009,3,esquecido
124010,3,esquecido
124011,1,abandono
124012,3,esquecido
124013,3,esquecido
124014,0,economico
124015,0,economico
124016,3,esquecido
124017,1,abandono
124018,2,fiel
124019,3,esquecido
124020,1,abandono
124021,0,economico
124022,1,abandono
124023,0,economico
124024,1,abandono
124025,1,abandono
124026,2,fiel
124027,1,abandono
124028,2,fiel
124029,1,abandono
124030,0,economico
124031,1,abandono
124032,2,fiel
124033,2,fiel
124034,3,esquecido
124035,3,esquecido
124036,1,abandono
124037,0,economico
124038,0,economico
124039,2,fiel
124040,3,esquecido
124041,3,esquecido
124042,2,fiel
124043,2,fiel
124044,2,fiel
124045,3,esquecido
124046,3,esquecido
124047,3,esquecido
124048,2,fiel
124049,2,fiel
124050,3,esquecido
124051,2,fiel
124052,0,economico
124053,3,esquecido
124054,2,fiel
124055,1,abandono
124056,3,esquecido
124057,0,economico
124058,1,abandono
124059,2,fiel
124060,0,economico
124061,2,fiel
124062,1,abandono
124063,3,esquecido
124064,1,abandono
124065,0,economico
124066,3,esquecido
124067,2,fiel
124068,1,abandono
124069,2,fiel
124070,1,abandono
124071,0,economico
124072,1,abandono
124073,3,esquecido
124074,3,esquecido
124075,0,economico
124076,1,abandono
124077,2,fiel
124078,0,economico
124079,1,abandono
124080,2,fiel
124081,0,economico
124082,2,fiel
124083,3,esquecido
124084,1,abandono
124085,0,economico
124086,0,economico
124087,2,fiel
124088,2,fiel
124089,3,esquecido
124090,3,esquecido
124091,2,fiel
124092,3,esquecido
124093,1,abandono
124094,2,fiel
124095,3,esquecido
124096,1,abandono
124097,2,fiel
124098,0,economico
124099,1,abandono
124100,2,fiel
124101,0,economico
124102,0,economico
124103,0,economico
124104,2,fiel
124105,0,economico
124106,3,esquecido
124107,1,abandono
124108,2,fiel
124109,2,fiel
124110,2,fiel
124111,3,esquecido
124112,2,fiel
124113,2,fiel
124114,2,fiel
124115,1,abandono
124116,3,esquecido
124117,3,esquecido
124118,2,fiel
124119,0,economico
124120,1,abandono
124121,3,esquecido
124122,0,economico
124123,2,fiel
124124,2,fiel
124125,0,economico
124126,0,economico
124127,0,economico
124128,2,fiel
124129,1,abandono
124130,3,esquecido
124131,0,economico
124132,0,economico
124133,0,economico
124134,0,economico
124135,0,economico
124136,3,esquecido
124137,0,economico
124138,2,fiel
124139,3,esquecido
124140,0,economico
124141,2,fiel
124142,2,fiel
124143,3,esquecido
124144,2,fiel
124145,1,abandono
124146,2,fiel
124147,1,abandono
124148,2,fiel
124149,2,fiel
124150,0,economico
124151,2,fiel
124152,3,esquecido
124153,3,esquecido
124154,1,abandono
124155,1,abandono
124156,2,fiel
124157,3,esquecido
124158,2,fiel
124159,0,economico
124160,3,esquecido
124161,3,esquecido
124162,0,economico
124163,2,fiel
124164,2,fiel
124165,0,economico
124166,2,fiel
124167,3,esquecido
124168,0,economico
124169,0,economico
124170,1,abandono
124171,0,economico
124172,0,economico
124173,3,esquecido
124174,1,abandono
124175,0,economico
124176,0,economico
124177,3,esquecido
124178,3,esquecido
124179,1,abandono
124180,2,fiel
124181,1,abandono
124182,2,fiel
124183,2,fiel
124184,2,fiel
124185,2,fiel
124186,1,abandono
124187,2,fiel
124188,0,economico
124189,0,economico
124190,0,economico
124191,2,fiel
124192,2,fiel
124193,2,fiel
124194,1,abandono
124195,0,economico
124196,0,economico
124197,0,economico
124198,2,fiel
124199,2,fiel
124200,0,economico
124201,3,esquecido
124202,3,esquecido
124203,0,economico
124204,3,esquecido
124205,0,economico
124206,3,esquecido
124207,1,abandono
124208,2,fiel
124209,0,economico
124210,1,abandono
124211,3,esquecido
124212,0,economico
124213,2,fiel
124214,2,fiel
124215,2,fiel
124216,3,esquecido
124217,3,esquecido
124218,1,abandono
124219,2,fiel
124220,2,fiel
124221,0,economico
124222,0,economico
124223,1,abandono
124224,2,fiel
124225,0,economico
124226,1,abandono
124227,0,economico
124228,3,esquecido
124229,3,esquecido
124230,2,fiel
124231,0,economico
124232,2,fiel
124233,0,economico
124234,1,abandono
124235,3,esquecido
124236,0,economico
124237,1,abandono
124238,1,abandono
124239,3,esquecido
124240,3,esquecido
124241,3,esquecido
124242,2,fiel
124243,3,esquecido
124244,1,abandono
124245,2,fiel
124246,2,fiel
124247,2,fiel
124248,1,abandono
124249,2,fiel
124250,0,economico
124251,0,economico
124252,2,fiel
124253,0,economico
124254,3,esquecido
124255,1,abandono
124256,0,economico
124257,2,fiel
124258,3,esquecido
124259,3,esquecido
124260,0,economico
124261,3,esquecido
124262,1,abandono
124263,1,abandono
124264,1,abandono
124265,3,esquecido
124266,2,fiel
124267,3,esquecido
124268,1,abandono
124269,3,esquecido
124270,3,esquecido
124271,0,economico
124272,2,fiel
124273,1,abandono
124274,3,esquecido
124275,2,fiel
124276,3,esquecido
124277,1,abandono
124278,2,fiel
124279,3,esquecido
124280,1,abandono
124281,2,fiel
124282,3,esquecido
124283,1,abandono
124284,1,abandono
124285,0,economico
124286,2,fiel
124287,1,abandono
124288,2,fiel
124289,2,fiel
124290,3,esquecido
124291,2,fiel
124292,0,economico
124293,1,abandono
124294,0,economico
124295,2,fiel
124296,1,abandono
124297,0,economico
124298,3,esquecido
124299,0,economico
124300,1,abandono
124301,3,esquecido
124302,3,esquecido
124303,1,abandono
124304,3,esquecido
124305,2,fiel
124306,3,esquecido
124307,3,esquecido
124308,1,abandono
124309,2,fiel
124310,1,abandono
124311,1,abandono
124312,1,abandono
124313,0,economico
124314,0,economico
124315,3,esquecido
124316,3,esquecido
124317,2,fiel
124318,2,fiel
124319,0,economico
124320,0,economico
124321,1,abandono
124322,3,esquecido
124323,1,abandono
124324,3,esquecido
124325,2,fiel
124326,1,abandono
124327,0,economico
124328,2,fiel
124329,0,economico
124330,3,esquecido
124331,1,abandono
124332,3,esquecido
124333,3,esquecido
124334,2,fiel
124335,3,esquecido
124336,2,fiel
124337,2,fiel
124338,3,esquecido
124339,0,economico
124340,1,abandono
124341,2,fiel
124342,0,economico
124343,2,fiel
124344,2,fiel
124345,3,esquecido
124346,2,fiel
124347,3,esquecido
124348,1,abandono
124349,2,fiel
124350,2,fiel
124351,0,economico
124352,2,fiel
124353,0,economico
124354,3,esquecido
124355,1,abandono
124356,0,economico
124357,1,abandono
124358,2,fiel
124359,2,fiel
124360,1,abandono
124361,0,economico
124362,2,fiel
124363,0,economico
124364,1,abandono
124365,1,abandono
124366,1,abandono
124367,1,abandono
124368,3,esquecido
124369,3,esquecido
124370,3,esquecido
124371,2,fiel
124372,0,economico
124373,0,economico
124374,2,fiel
124375,3,esquecido
124376,2,fiel
124377,2,fiel
124378,3,esquecido
124379,0,economico
124380,2,fiel
124381,2,fiel
124382,3,esquecido
124383,0,economico
124384,0,economico
124385,3,esquecido
124386,2,fiel
124387,1,abandono
124388,0,economico
124389,2,fiel
124390,0,economico
124391,2,fiel
124392,1,abandono
124393,1,abandono
124394,1,abandono
124395,2,fiel
124396,0,economico
124397,2,fiel
124398,0,economico
124399,1,abandono
124400,0,economico
124401,2,fiel
124402,1,abandono
124403,2,fiel
124404,3,esquecido
124405,0,economico
124406,1,abandono
124407,0,economico
124408,0,economico
124409,1,abandono
124410,0,economico
124411,1,abandono
124412,3,esquecido
124413,0,economico
124414,3,esquecido
124415,2,fiel
124416,2,fiel
124417,2,fiel
124418,2,fiel
124419,3,esquecido
124420,0,economico
124421,2,fiel
124422,0,economico
124423,2,fiel
124424,3,esquecido
124425,3,esquecido
124426,0,economico
124427,2,fiel
124428,3,esquecido
124429,2,fiel
124430,1,abandono
124431,3,esquecido
124432,2,fiel
124433,3,esquecido
124434,3,esquecido
124435,0,economico
124436,3,esquecido
124437,3,esquecido
124438,0,economico
124439,0,economico
124440,1,abandono
124441,1,abandono
124442,0,economico
124443,1,abandono
124444,3,esquecido
124445,0,economico
124446,2,fiel
124447,2,fiel
124448,3,esquecido
124449,1,abandono
124450,3,esquecido
124451,2,fiel
124452,1,abandono
124453,1,abandono
124454,1,abandono
124455,2,fiel
124456,0,economico
124457,0,economico
124458,2,fiel
124459,3,esquecido
124460,2,fiel
124461,1,abandono
124462,2,fiel
124463,2,fiel
124464,0,economico
124465,2,fiel
124466,0,economico
124467,1,abandono
124468,0,economico
124469,2,fiel
124470,1,abandono
124471,0,economico
124472,1,abandono
124473,2,fiel
124474,1,abandono
124475,1,abandono
124476,2,fiel
124477,2,fiel
124478,0,economico
124479,0,economico
124480,2,fiel
124481,0,economico
124482,2,fiel
124483,2,fiel
124484,0,economico
124485,1,abandono
124486,1,abandono
124487,2,fiel
124488,0,economico
124489,2,fiel
124490,0,economico
124491,2,fiel
124492,2,fiel
124493,3,esquecido
124494,3,esquecido
124495,3,esquecido
124496,1,abandono
124497,0,economico
124498,1,abandono
124499,2,fiel
124500,0,economico
124501,3,esquecido
124502,1,abandono
124503,2,fiel
124504,3,esquecido
124505,3,esquecido
124506,0,economico
124507,2,fiel
124508,2,fiel
124509,3,esquecido
124510,0,economico
124511,0,economico
124512,0,economico
124513,0,economico
124514,1,abandono
124515,2,fiel
124516,2,fiel
124517,3,esquecido
124518,2,fiel
124519,3,esquecido
124520,3,esquecido
124521,1,abandono
124522,0,economico
124523,0,economico
124524,1,abandono
124525,3,esquecido
124526,1,abandono
124527,1,abandono
124528,0,economico
124529,0,economico
124530,2,fiel
124531,0,economico
124532,2,fiel
124533,0,economico
124534,1,abandono
124535,1,abandono
124536,2,fiel
124537,3,esquecido
124538,0,economico
124539,3,esquecido
124540,3,esquecido
124541,3,esquecido
124542,0,economico
124543,3,esquecido
124544,0,economico
124545,3,esquecido
124546,0,economico
124547,1,abandono
124548,3,esquecido
124549,0,economico
124550,2,fiel
124551,2,fiel
124552,0,economico
124553,2,fiel
124554,2,fiel
124555,2,fiel
124556,0,economico
124557,3,esquecido
124558,2,fiel
124559,0,economico
124560,3,esquecido
124561,3,esquecido
124562,3,esquecido
124563,0,economico
124564,2,fiel
124565,0,economico
124566,3,esquecido
124567,1,abandono
124568,3,esquecido
124569,3,esquecido
124570,0,economico
124571,1,abandono
124572,0,economico
124573,3,esquecido
124574,2,fiel
124575,3,esquecido
124576,0,economico
124577,3,esquecido
124578,2,fiel
124579,0,economico
124580,0,economico
124581,0,economico
124582,3,esquecido
124583,0,economico
124584,0,economico
124585,3,esquecido
124586,3,esquecido
124587,3,esquecido
124588,3,esquecido
124589,1,abandono
124590,2,fiel
124591,2,fiel
124592,3,esquecido
124593,1,abandono
124594,3,esquecido
124595,2,fiel
124596,3,esquecido
124597,0,economico
124598,2,fiel
124599,2,fiel
124600,3,esquecido
124601,1,abandono
124602,0,economico
124603,2,fiel
124604,1,abandono
124605,0,economico
124606,0,economico
124607,1,abandono
124608,2,fiel
124609,3,esquecido
124610,2,fiel
124611,3,esquecido
124612,1,abandono
124613,3,esquecido
124614,1,abandono
124615,2,fiel
124616,0,economico
124617,0,economico
124618,3,esquecido
124619,2,fiel
124620,1,abandono
124621,2,fiel
124622,1,abandono
124623,0,economico
124624,1,abandono
124625,2,fiel
124626,3,esquecido
124627,0,economico
124628,1,abandono
124629,0,economico
124630,3,esquecido
124631,2,fiel
124632,2,fiel
124633,1,abandono
124634,1,abandono
124635,3,esquecido
124636,0,economico
124637,2,fiel
124638,3,esquecido
124639,2,fiel
124640,2,fiel
124641,0,economico
124642,0,economico
124643,2,fiel
124644,2,fiel
124645,2,fiel
124646,3,esquecido
124647,0,economico
124648,2,fiel
124649,1,abandono
124650,2,fiel
124651,0,economico
124652,0,economico
124653,1,abandono
124654,2,fiel
124655,0,economico
124656,1,abandono
124657,2,fiel
124658,0,economico
124659,0,economico
124660,2,fiel
124661,2,fiel
124662,0,economico
124663,2,fiel
124664,1,abandono
124665,1,abandono
124666,2,fiel
124667,1,abandono
124668,2,fiel
124669,1,abandono
124670,2,fiel
124671,3,esquecido
124672,0,economico
124673,3,esquecido
124674,3,esquecido
124675,0,economico
124676,2,fiel
124677,2,fiel
124678,3,esquecido
124679,1,abandono
124680,0,economico
124681,1,abandono
124682,3,esquecido
124683,2,fiel
124684,3,esquecido
124685,0,economico
124686,1,abandono
